Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE	Absolute score (sig.score)
GSM484734	0	0.0352992254465465	0.0755765691084858	0.0473842513749166	0	0.0978874475105055	0	0	0.017162755926664	0.0107467841672342	0	0.0306670898137409	0.0559738843983867	0	0.0304686505801118	0.565437041571806	0.00453881779539852	0.00763673406258028	0.0350177928326445	0.00239175380116065	0.0101070450654179	0.0173910215734213	0	0.775318417296097	0.703842693311503	1.04368686502902
GSM484735	0.0183509477207391	0.0100429062276415	0.0306993480576388	0.0268885285408572	0	0.0875017808672147	0	0.0258384424598116	0.0479628878314289	0	0	0.0876615063086559	0.00789883998930867	0	0.0159600846084088	0.290804179681283	0.0140737922727769	0.0320216141481191	0.00832980192303047	0	0	0	0	0.559835868193583	0.835748167299486	0.704034660636914
GSM484736	0.0185747522843057	0	0.223860694477809	0.162815165086338	0.0352339311697272	0	0	0.0513523671113431	0.033253655754949	0	0.00668378182627166	0.0560560584839853	0.0566772261529125	0	0.0756400726320887	0.364426439341286	0	0.021187883857915	0.0583470042661961	0.0112509507632469	0	0.00349330041885931	0	0.718456200053408	0.753549985824347	1.17885328362723
GSM484737	0	0.0226786048339844	0.028809407337669	0.0273150969411156	0	0.101692592313872	0	0	0	0	0	0.036909060030813	0.0509002858915527	0	0.00901544599954479	0.246428436617972	0.00988095087972423	0.00716161380893475	0.207015471315293	0	0	0.0186983474164604	0	0.68179085760481	0.776351798025955	0.766505313386936
GSM484738	0	0.0456990489143106	0.0424171713636129	0.0780159546510779	0	0.032958930702188	0	0.0287308645029155	0.0093144052726062	0.0268955084924767	0.00808223297671518	0.0228798107858674	0.0121059415400318	0	0.0356695285877688	0.392726915673999	0.00578916805537723	0.0105164447946462	0.44284415786658	0.0180196815557718	0	0.00340644666604268	0	0.643902958638377	0.783903350370966	1.21607221240199
GSM484739	0.00455586158869728	0.00470577150356425	0.0100871923744254	0.0244073753274128	0	0.107349538599601	0	0.0317156227186764	0.0226471424742357	0.0320728544190469	0	0.0635713165646202	0.0360083492125002	0.134981493072898	0.0401209453759268	0.462748359542187	0.0237528582426472	0	0.0885736777972698	0	0	0.0106605222686506	0	0.856266104914404	0.651032943887729	1.09795888108236
GSM516627	0.00518448314961733	0.00257008893834928	0.04532860870983	0.0367961506686803	0	0.0304575731007929	0	0.0358704698820823	0.0720222761349755	0	0.0542623092626483	0	0.0223492383222407	0.186807649520776	0.0244290299143964	0.322067916623382	0	0.033650923791439	0	0.0713526814415772	0.0137061560345488	0.0201326505693312	0	0.549291512951654	0.839903709691348	0.976988206064667
GSM516628	0.00981879183495439	0	0.0297463707235315	0.0541070702029428	0	0.0395470827025717	0	0.0530776653951786	0.0561400537049122	0	0.0333970609215786	0.0140601907206914	0.0171242484990141	0	0	0.277490662793394	0.000843060305781321	0.0333269645960361	0.0147248757434322	0.0270149687050185	0	0.0067479338226366	0	0.269103570298316	0.974530338094685	0.667167000671674
GSM516629	0.0201967959292849	0	0.0161894625980969	0.0543125042709593	0	0.0877190183582684	0	0.00846207760278571	0.0309177724240507	0	0.00470783234042549	0.0320986364840402	0.00800034612428559	0	0.014928500244885	0.426674923954368	0	0.0214207180424051	0	0.0151172536806412	0	0.0123030228314788	0	0.60660526893108	0.804549183249202	0.753048864885975
GSM516630	0	0.0173300432757445	0.029360750733225	0.0416136651883526	0	0.105099514673866	0	0.0275770207307188	0.0256406824901223	0.0562598169817999	0.0105133930886601	0.00471854994829037	0.13466229110638	0	0.0625259534253483	0.592461286573844	0	0.0031212489098062	0.0686583768562017	0	0.0289416341102334	0.0333632213304705	0	0.743871959589331	0.729437561765324	1.24184744942306
GSM516631	0	0.028437520668728	0.063915950237761	0.440133953820082	0	0	0	0.185450050804411	0.0400927033871553	0.275748776170994	0	0.0213832040919099	0.0247552556919855	0	0.253228869327556	0.460841203927454	0	0	0	0.0526695105510906	0	0.0213742790122958	0	0.693562901658591	0.748705828554755	1.86803127769142
GSM516632	0.827226278703304	0	0.375419869308661	0.0803202632557863	0.486768887163925	0.204744067705582	0.0600914566005264	0.0365307736790266	0.0129786326544778	0	0.153636879267638	0	0.0126106012813826	0.103141972607578	0.0796102532612468	0.452770124734728	0	0.0359399263654374	0.0959595171937016	0	0	0.000434636167220444	0	0.520101831525334	0.853790576916318	3.01818413995022
GSM516633	0.0169073707400665	0	0.0118733012857763	0.0669052902537564	0	0.100649403734122	0	0.00529562396641624	0.00733782200485781	0	0.00974073020723904	0.0278552111197915	0.0829278895246773	0	0.0185550632390325	0.305809512719897	0.00611803189490098	0.000836559549098368	0.0148842677724309	0.00254175657953901	0	0	0	0.56624034615003	0.83220980722184	0.678237834591603
GSM1827058	0.0109660594010916	0.00567748671190412	0.0376615004191896	0.0379857094758031	0	0.0948951958605936	0	0.0379558776055491	0.0271862407348213	0	0.0224328123799264	0.0196033601642025	0.0420964131102033	0	0.0292284992795899	0.350004245808889	0.00281306573831949	0.013559152377728	0	0.0545553059349074	0.00100044465085014	0.00802906344157468	0	0.567053626278518	0.833814103440655	0.795650433095143
GSM1827059	0.0119456826656017	0	0.0245475971793994	0.0555727929970733	0	0.0799481811175386	0	0.048155425346881	0.0245882967112217	0	0	0.0338897694490184	0	0.123219710146018	0.0240866245395591	0.401870753568137	0.00188837133301559	0	0.0434181033577962	0.0262486458750761	0	0.0105262984049784	0	0.788559740668122	0.693351157877763	0.909906252691314
GSM1827060	0.00355315960002123	0.00559260476567162	0.0271597992765415	0.0275365130684567	0	0.130990563353399	0	0	0.0368178311209468	0	0.0189555244355749	0.0584384923403273	0.0776372452206477	0	0.0398475680306871	0.448300006965569	0.00601656437478051	0	0.0830093152386898	0	0	0.0381293905133833	0	0.702984390180773	0.759070221909425	1.0019845783047
GSM1827061	0.0207615379317046	0	0.540942251172364	0.191101461882959	0	0.293333837233206	0.0225463307525442	0.0180806945750047	0	0	0	0.0629937322857062	0.00504617150576204	0.136514853946504	0.0203590059709419	0.4298191764938	0	0.0194449192235035	0.0851860746736366	0	0	0.00239211934326269	0	0.884564167905073	0.616356037679622	1.8485221669909
GSM1827062	0	0	0.0527522174713747	0.174612100872642	0	0.186073973508809	0	0.0217065160521775	0	0.0568520398704766	0	0.136366156965082	0.0136430012696202	0	0.146784504959292	0.515264857087317	0	0.000302954988404984	0	0.0327183235478117	0	0.00324482662038182	0	0.777597341560008	0.695366228179961	1.34032147321339
GSM1827063	0.0259439340293751	0	0.0375298387757484	0.0512617190370977	0	0.0683960492022704	0	0.00281481112527749	0.0733423353289517	0	0	0.0719584257826362	0.0148775932741874	0	0.00263764853126253	0.291158083516418	0	0.0168552370381185	0.00206640815639966	0.0727996755710914	0	0.00708016797328365	0	0.47759529688503	0.878265265992807	0.738721927342118
GSM1827064	0.0122079846166633	0	0.0801676533918087	0.101512692439195	0	0.0588315476135128	0	0	0.0548365208409916	0	0	0.0501492188300857	0.0325480456918932	0	0.0320035877493341	0.278504917360096	0	0.0192022012105141	0.271522385882527	0	0	0.00511155908959479	0	0.716427085532374	0.760066845334844	0.996598314716216
GSM1827065	0.00139152274716323	0.0107479088259939	0.131613580302487	0.157396836387394	0	0.0794895529116453	0	0.0558677630179672	0.0775792843898595	0.013760151521632	0	0.0639161664747143	0.0353463730042884	0	0.104304105549459	0.400184142840529	0	0.0290297343773022	0.105252687129993	0	0	0.00591756452876582	0	0.787343393657648	0.722896089141746	1.27179737400919
GSM1827066	0	0.0163029366018688	0.0327521758566715	0.0300674653741953	0	0.175849605493065	0	0.00760911266870264	0.0597909218180771	0	0	0.0460888629397366	0.0644337858280622	0	0.0716141866093584	0.548073944890835	0	0.0240094393581108	0.0561219893887303	0	0	0.0172236612369667	0	0.713821598981768	0.749786150774634	1.14993808806438
GSM1827067	0.0123571682187121	0	0.0299522783068217	0.0566893672817962	0	0.0327256902634602	0	0.0541168938130226	0.0407663598248108	0	0.00838554877766783	0.0234540139324411	0.0151902406163436	0.052834039840633	0.00783215884108224	0.310802150737226	0	0.0143954517161661	0.0363099806096069	0.000416690925020435	0	0.00185429358081145	0	0.669159398903253	0.776877052849173	0.698082327285623
GSM1827068	0.0591642467557551	0	0.0728684903922369	0.0601061960853476	0	0.183630495959172	0	0.0661392336245086	0.0774544285547004	0	0	0.0808744790095689	0.0335701407897762	0.0461275970799786	0.0223013443854805	0.128751790281071	0	0	0.0338160205449332	0.0196151619199179	0	0	0	0.239841299195276	0.989939748191169	0.884419625382447
GSM1827069	0.00945545225233023	0	0.044626877023578	0.0465753234964845	0	0.15627938119717	0	0.00249211628214782	0.0513520623126233	0	0	0.0652409507299439	0.034392327149647	0	0.0146783500158782	0.284761072530269	0.0209788075893793	0.00324362623361914	0.012153618638217	0.0102843602859505	0.00922682647141058	0.00827903206775304	0	0.612116351857172	0.811416389207329	0.774020184276402
GSM1827070	0.00290130567971348	0.0125213330648744	0.0328194922451377	0.0501541264377608	0	0.0661643685503728	0	0.0240058335159713	0.0131533345300198	0	0.0106971597461872	0.0216945237559376	0.146454322380845	0	0.00491810552567803	0.405240187277257	0	0.0194408406953852	0.0693066534094461	0	0	0	0	0.656868380083544	0.783442938435959	0.879471586814587
GSM1827071	0.00116680770695998	0.00964225682459027	0.0246792677379458	0.0191151572518556	0	0.0896961060280391	0	0.010568344067267	0.0344728748099003	0	0	0.0503717407730758	0.0122631581328519	0.0828611262053836	0.00583055958680955	0.486295175397521	0	0.0117960987424612	0.0367542925629168	0.0133802564194396	0	0.0015003916808676	0	0.785036649553913	0.683587965026011	0.890393613927886
GSM1827072	0.00940662136624692	0	0.0302673005828212	0.0725756605782559	0	0.100571753804462	0	9.16642853238496e-05	0.0209592229160996	0	0	0.0588785948567346	0.0253766751428802	0	0.0525764741486631	0.844125076031219	0	0.0200464056053022	0.204744041023834	0	0	0.0455995232052775	0	0.696346537484752	0.749670546509883	1.48521901354712
GSM1827073	0	0.0157736825091476	0.0268712915832831	0.0149118848844064	0	0.148610623622334	0	0	0.0151434407955033	0.0265577993423368	0	0.0493306197085471	0.0324335843152322	0	0.0767159436824921	0.650510903357679	0.0146540013931587	0	0.165543358240587	0	0	0.0126214805714278	0	0.78708757947734	0.698241566938853	1.24967861400613
GSM1827074	0	0.0407113078144931	0.0497195757874659	0.117386083852818	0	0.158465390933198	0.0100105527127479	0.00874755748740503	0.0290696767912396	0	0	0.0848703492844376	0.0548081995371573	0.0217577989849982	0.0254681022370038	0.458838239251238	0.00566182276739619	0.0251682692874464	0.0374531309334477	0.021620575960178	0	0.06695340665484	0	0.70871011653689	0.760430202324366	1.21671004027751
GSM1827075	0	0.0287679462270135	0.0604787669009796	0.0305534263371884	0	0.160155466310039	0	0.0124990657229158	0.0269191140711713	0	0.0240355176871757	0.0346656808820172	0.0239233177388744	0.0257495494826086	0.0102428334957787	0.185630422959612	0	0.0200427847385476	0.073152766474017	0.01854503258349	0	0.00640342868489811	0	0.419284544857179	0.907533188488334	0.741765120296328
GSM1827076	0.0297850420786152	0	0.0494251786086096	0.326534833392754	0	0.0626664258873477	0.0231377854407918	0.0740839603643302	0.0339376388837665	0.0593965619381099	0	0.15537693474911	0.0169541805002071	0.0564965662897992	0.0757850697316627	0.343163527253323	0	0.00254595038386591	0.00426032104653499	0.0252372823056835	0	0.0089231097054591	0	0.718462889161851	0.734444052950861	1.34771036855997
GSM1827077	0	0.0704682042671444	0.102015197541122	0.0308224850943537	0	0.123817107035111	0	0.0131141907148567	0.0339270819833377	0	0.00728948490659925	0.0315880977011867	0.00415362349883798	0.0643327842046454	0.042900746888151	0.37864031101913	0	0.0020158836021271	0.142692682551414	0	0	0.00292185039878532	0	0.765215493641984	0.735026123541646	1.0506997314068
GSM1827078	0	0.0037898227308511	0.0358924544408288	0.300095413088015	0	0.0248886558892137	0.0523260711489015	0.0563294797515961	0.0255364333974094	0	0	0.0348037889853601	0	0.321144527134744	0.0888386962250642	0.473854392737911	0.000223501010826613	0	0.098032134010136	0	0	0.0161414150876567	0	0.886448561577032	0.631405644066089	1.53189678563852
GSM1827079	0	0.0103790499362279	0.0248660470358114	0.0360571886883463	0	0.126142193689825	0	0.0275189205502814	0.0272436268958435	0	0	0.090115139193618	0.0136966750082059	0	0.0457182737062589	0.47821998990695	0	0.0185276564106806	0.128894565722278	0	0	0.0418364570828972	0	0.621967715434493	0.804637044450118	1.06921578382722
GSM1827080	0	0.0415197917954097	0.0414814471275641	0.139871181458986	0	0.330782687463886	0	0.0432146131327009	0	0.00807132037517867	0	0.0238754333731849	0.0289108430722648	0	0.140674296292128	0.234704088683238	0.00937147500324191	0	0.0520157960557845	0	0	0.00575863958617639	0	0.785934676618818	0.701289055753259	1.10025161341974
GSM1827081	0	0.053147920957855	0.0653636462674294	0.0913034445686276	0	0.323723295472359	0	0	0.0157676556716847	0	0	0.0749380027469975	0.140132413791141	0	0.0152391581403972	0.247172660942888	0.000959636308704328	0.00655036759727556	0.243649906097937	0	0.0650612917180419	0	0	0.556798949493188	0.846329416041785	1.34300940028134
GSM1827082	0.0397054205785468	0.240258693364666	0.00745406414046011	0.209388996384943	0.00882412261685957	0.276349471425462	0.00555059687845132	0	0.00821619015613144	0	0	0.0478415156662074	0.0191724529581522	0	0.144041402069701	0.317912831724034	0	0.01370089330997	0.0958539390216692	0	0	0.0102580486485875	0	0.80096446354518	0.702049085748634	1.44452863894384
GSM1827083	0	0.00608758551206307	0.0325515864704559	0.0518533031961629	0	0.182031433442871	0	0	0.0193383640454915	0	0.00731427206139501	0.0613282081275788	0.0537404897828874	0	0.0936141786196436	0.386331948358627	0	0.0461227455899186	0.100128034647171	0	0	0.0174275955684179	0	0.70598948870361	0.762179371001041	1.05786974542268
GSM1827084	0	0.0186240058496945	0.0274993943684419	0.025868357814866	0	0.175009824955152	0	0.00329425736921451	0.0147562072176887	0	0	0.0406713945319935	0.048059182628433	0	0.0137260971592265	0.499161998695897	0.0425956317598934	0.0204173978703529	0.0414496652640748	0.0271481363674266	0	0.00891163038990081	0	0.729845611831427	0.738537045801292	1.00719318224226
GSM1827085	0.0102682831098528	0.0101723312807623	0.0341064264300357	0.0846554405699703	0	0.0914733130470483	0	0.0136776547171126	0.0590116043267773	0	0	0.0429491632630967	0.00305528470370731	0.527469804038299	0.0706642849072492	0.488629636894333	0	0	0.108854209455025	0	0	0	0	0.844148330272733	0.624150342487686	1.54498743674327
GSM1827086	0	0.0194314459105502	0.0306657063458321	0.0534787210649828	0	0.190934266614479	0	0	0.0322046189424367	0	0.0130021676137057	0.0361165955139618	0.0568438170485724	0.0212930460101517	0.0717563585343513	0.454763208760667	0.0460516993789993	0.0175888871820932	0.0378108098521729	0	0	0.0482463377181749	0	0.658069052156918	0.786137760051352	1.13018768649113
GSM1827087	0.0530703907696881	0	0.196122795314981	0.0565131009823326	0	0.132251981611809	0	0.0332775682697109	0.0282009321580421	0	0	0.0926818764604858	0.0584576418493498	0	0.0535168883202976	0.237593901602815	0	0.0422871757357666	0.0526412613006297	0	0	0.00750183651111207	0	0.72013530449032	0.752595887950265	1.04411735088702
GSM1827088	0	0.0318780743406689	0.0640384556432709	0.127969313678311	0	0.184613774394063	0	0.0308451314890862	0.039903990440133	0	0	0.095855197154009	0.193797220912399	0	0.139722721712419	0.766013484408331	0.115829747283066	0.0301781625742448	0.0518736213475938	0.00382406067515696	0.0202969585054474	0.043794578674725	0	0.808220539305463	0.699121630643076	1.94043449323292
GSM1827089	0.000590990899180613	0.0128347627088386	0.0603636596819029	0.073073274636636	0	0.234855597804464	0	0.00105255676939123	0.0458630751779259	0	0.0839826312577677	0.0253870799553815	0.0274283037840618	0.084422345752224	0.0510322408882956	0.385032984387939	0	0.0119103909839218	0	0.0222037624795942	0.000771025036428832	0.0209060194340728	0	0.820086133832598	0.691428814665922	1.14171070163803
GSM1827090	0.0144452652676316	0	0.152207284304228	0.102097913956636	0	0.0392216618356825	0	0.0109833543109337	0.0341682062640027	0	0	0.0771024176060304	0.0232714114864988	0	0.0671065656054106	0.370805802565646	0	0.0131329389794102	0.120485029587531	0	0	0.00671728200244651	0	0.727466271835611	0.751479811168369	1.03174513377209
GSM1827091	0.012973101875215	0.0350036157961106	0.0495959692417199	0.0581125337230513	0	0.0874630443455705	0	0.0166863056434294	0.0294768824556613	0	0	0.0339467895871224	0.00275725849551048	0.088564093222172	0.039519601588246	0.262843675073998	5.35671786042676e-05	0.0154143450185131	0.0295209079871088	0	0	0.0157716965321118	0	0.583425312708145	0.826910500712098	0.777703387764145
GSM1827092	0	0.0852370178786564	0.034950093751828	0.0875971329480801	0	0.10149353587105	0.000686115839103078	0.0188256121805986	0.039897204690815	0	0	0.0490224186916227	0.0239475137004647	0.0855274019108213	0.0335765047484498	0.345632368797952	0	0.0267373363030006	0.124606052103248	0	0	0.0175195245751032	0	0.808452381397344	0.715395267041017	1.07525583399079
GSM1827093	0.0153693842475145	0	0.0257345971414944	0.0481754167541656	0	0.145494801664429	0	0	0.0386794922318042	0	0.0283843276425259	0.0133613170643736	0.0556614749704792	0	0.046174009819933	0.539056493951096	0	0.0115707169027108	0.0121349434582788	0.00139315198040976	0.00201697793690281	0.00523222501844719	0	0.644099840284411	0.783688684315856	0.988439330784564
GSM1827094	0	0.00240986510333017	0.0412693686276454	0.0580019680679414	0	0.119701478887357	0	0.0187243675616663	0.0612122061417196	0	0.0240189289948758	0.0161373812259324	0.0159873947002287	0.165034354013745	0.0130121800507494	0.291377590862876	0	0	0.0735207141667426	0	0	0.00738584687209126	0	0.716879119625527	0.75065304005385	0.907793645276901
GSM1827095	0.0361009348213905	0	0.111306445189015	0.0110127034724504	0	0.218489726382808	0.00561667290747967	0.0432910501622676	0.175818234318962	0	0.0904013272571681	0.0131376131894011	0.06916826915947	0.037110473148595	0.025329052674749	0.48517948225041	0.0256749853830682	0.0569965893720832	0.0579514889443672	0	0.00683369229955372	0.00208916005659807	0	0.510875199102332	0.866450906368935	1.47150790098984
GSM1827096	0.0154289108271747	0	0.0268307732612233	0.0286177171416334	0	0.150972174611409	0	0.0180234776267155	0.0283472075267501	0	0	0.043439409644993	0.0175382673416679	0	0.0176231347478169	0.370025145646687	0.00505523250497139	0.033369661089748	0.0929989394085472	0	0	0.0207540815303057	0	0.400193273847152	0.915865232854068	0.869024132909643
GSM1827097	0	0.0374812104611752	0.0693269300707626	0.135051274816097	0	0.135902014090481	0.00536640740971349	0.00916128235471295	0.0135446863912956	0.000998890070716471	0.01672760620992	0.0363330590130514	0.00280357148334097	0	0.11981758979008	0.464941280644256	7.41922327527646e-05	0.0253530317686855	0.0148194060114653	0.0148855114740548	0	0.0622889288688478	0	0.778401367486285	0.712173341860189	1.16487687316141
GSM1827098	0	0.0342445042614201	0.0372454815993487	0.036774657371469	0	0.159152237887089	0	0.0288639133688867	0	0	0.0686379132311608	0	0	0.526063628761437	0.0183360059626018	0.326947693212661	0	0.0397066495485738	0.0204322468231665	0.00508817919960007	0	0.0151757321865645	0	0.800589761839174	0.653746553571665	1.31666884341398
GSM1827099	0	0.0169835256652036	0.0254794289251893	0.103394193543796	0	0.0314590955797548	0	0.0531837845745575	0.0311258960403388	0	0	0.0846708554011588	0.0150388591461834	0	0.0539257366331753	0.426926663313801	0	0.0124967916848023	0.0652658357929141	0	0	0.0323701585381141	0	0.525169047306791	0.854306735090853	0.952320824838989
GSM1827100	0.0186449469390287	0.00620132759643537	0.110204718575771	0.106966565891205	0	0.0709281758247849	0	0.00271165524735501	0.069468050120927	0	0	0.0699731007623777	0.124511267861895	0	0.0906908455749356	0.655908449341131	0	0.0219534775425026	0.221975964587302	0	0	0.0125290045752158	0	0.608732181739474	0.81509083921309	1.58266755044087
GSM1827101	0.0206732501363315	0.0334645743369113	0.143188775989917	0.193549345203031	0	0.186035069504096	0.0957541037767219	0	0.0103676791194171	0.0508780439702886	0.011134827918327	0.0310943634860372	0.123335375334861	0	0.164265319832444	0.803678857147536	0	0.0220494438737085	0.272100482248797	0	0.017819809034503	0.0288269198517879	0	0.783516315429762	0.729894598376572	2.20821624076472
GSM1827102	0	0.0184282645191589	0.0318565028463317	0.0509183015186518	0	0.170398620675021	0	0.0255825711233994	0.00798046932793265	0.0066221226794679	0	0.0325962391432763	0.0246250297270068	0	0.0606941421397523	0.657844924284722	0	0.0120923164028655	0.139619382486453	0	0	0.0199000077586311	0	0.805633956403385	0.689599555771738	1.25915889463267
GSM1827103	0	0.0130634196360503	0.0496371620599369	0.065924479702376	0	0.0900044250284758	0	0.025110559604717	0.0809251480662467	0	0	0.0647262332209965	0.0265314748677267	0.0276561597130484	0.00639085266131956	0.183477312965661	0	0.0201212156902342	0.043290024990951	0.0128799602421501	0	0.00227512714051298	0	0.473280569269536	0.881992830236086	0.712013555590403
GSM1827104	0.0212524318467235	0	0.0649937052407691	0.055817393097777	0	0.132350032414066	0	0.00238535122113583	0.0524753247626697	0	0.0169441959905455	0.0248796291146636	0.027003984366404	0	0.00980250992823179	0.220671900520915	0.00432989045661188	0.0397073801816606	0.0258844960598618	0.00153867638540168	0	0	0	0.409953524433588	0.911351414698635	0.700036901587437
GSM1827105	0	0.0173145785192143	0.0191908537810968	0.0770728651846714	0	0.19483232363283	0.00285472879462395	0.00897404907618988	0	0	0.0323476641142324	0.0101463328441462	0.205261171832589	0	0.0902109711191458	0.687254994513818	0.0684130354626677	0	0.0216991363922738	0	0	0.0318562051589197	0	0.776653417315298	0.702534520307021	1.46742891042642
GSM1827106	0.0160709641219463	0	0.0346533713778659	0.0948298270812598	0	0.0911360022213078	0	0.0200646414708117	0.0471035940995733	0	0.0190388114070778	0.0158392597766154	0.0187794865067673	0	0.0388593174314618	0.418258739467114	0.000864319917081058	0.00875002541592326	0.0827351197512708	0	0	0.00376937987017475	0	0.635744328531229	0.798967151081968	0.910752859916251
GSM1827107	0.019965791804988	0	0.0281350835121413	0.062034814459545	0	0.0686632931561072	0	0.0330774788407508	0.0356677642265591	0	0	0.0731197296585979	0.0154005534786416	0	0.0130203612161783	0.351809505153247	8.14184390439745e-05	0.0233853712051489	0.00382401426300436	0.012762416076135	0	0.00762147422514575	0	0.49489255771364	0.869079020551304	0.748569069715234
GSM1827108	0	0.145881327855098	0.111214059277755	0.207576454492206	0.0653366160367151	0.100383041793178	0	0	0.0217276115312998	0	0	0.101263584011312	0.0795827308245955	0	0.0103434928845664	0.362599828427397	0	0.0132292703599283	0.0625807553944055	0.00987123080216934	0	0.00854297954975952	0	0.43021343100217	0.902037864305428	1.30013298324039
GSM1827109	0.0362455346517568	0	0.152493329946042	0.135134681695329	0	0.162721198428941	0.0132827834238848	0.00117446073962453	0.0233200369981327	0	0.0624838046811784	0	0.0071139107863085	0.153101458167988	0.0230297946435161	0.57548534160349	0.0247748143362599	0.0324778548028045	0.0193288886100563	0.053369458244566	0	0.0359696808740999	0	0.808722161605516	0.697312530543509	1.51150703263398
GSM1827110	0	0.0639634910667249	0.0752261036154341	0.494950023322122	0	0	0	0.0985345362592807	0.109613588270839	0	0	0.105143449204737	0.0533050952601568	0.0454604944073338	0.0572867051693661	0.394700446517061	0.00382751569401746	0	0.00662944053072681	0.0385290898231984	0	0	0	0.78682369622445	0.698099668820527	1.547169979141
GSM1827111	0.00793858440637953	0	0.0624968711923401	0.568039855109895	0	0	0.182041163576497	0.112533987514174	0.00786911323885187	0.0555306806323115	0.0770626833872994	0.0673542978824496	0	0.0157193122640496	0.149375703945299	0.338690836236127	0.0273901585525718	0	0.0548015743850503	0	0	0.0127345948781301	0	0.534137578406696	0.846566994367876	1.73957941720143
GSM1827112	0	0.0425222071334477	0.0573608633732605	0.0390923719959415	0.000218164297756369	0.132269913211818	0	0.0207344386619053	0.06244188482081	0	0.0128009094326873	0.0486271026618773	0.00234963004006227	0.0337087993083288	0.00874228751891471	0.141878104931062	0	0.0127979871282494	0.0299601600274858	0.0200579700537485	0	0.0100184097967692	0	0.396704798035056	0.91738589583529	0.675581204394125
GSM1827113	0.00691467825245994	0	0.0333062359795274	0.0598850418984395	0	0.13458584994427	0.0121086291431936	0	0.0128532359815202	0	0.0178770330111769	0.0224126858896289	0.145706200150209	0	0.0032006293736081	0.606496480394831	0	0.0358746071834542	0	0.0805459919643007	0	0.0452615616717649	0	0.679289405688062	0.762559822540191	1.21702886083839
GSM1827114	0.000103353945737258	0	0.031414441015808	0.0468135419572309	0	0.0945013254290589	0	0.0316684335859455	0.0489790780058254	0	0.0222844323455369	0.0255380956815322	0.00876195368449353	0.0530993056348841	0.0358187838008996	0.331852271683081	0	0	0.0210333554159815	0	0	2.59588100313487e-05	0	0.751906199885269	0.7249667087712	0.751894330996046
GSM1827115	0.0145978628756828	0.00532312417655353	0.108414886423809	0.2713164141433	0	0.217903165482073	0	0.0370268497689747	0.0360264824631757	0.0383255935043606	0	0.00919749016225865	0	0.110999986912335	0.124775684198551	0.492588755421541	0	0	0.0463324709074635	0	0	0.013584758078	0	0.777421319644719	0.715098238537599	1.52641352451808
GSM1827116	0.0870093669304675	0.0441497280451426	0.208564245725667	0.265756002971416	0.0966187241402143	0.175952981854788	0	0.00910581792880279	0.0286150369596612	0.0424243821110292	0	0.0615855665386745	0.0103431557518165	0.137080507297724	0.133980033138453	0.470446746181359	0	0	0.0808390184169226	0	0	0.00314571448956615	0	0.801352162817107	0.707252076009598	1.85561702848171
GSM1827117	0.00110129942193143	0	0.0808220276430108	0.119897212213709	0.010964588163058	0.062483659609895	0	0.00327218875148111	0.0678296052710911	0	0.0677295635547553	0.00449778431029118	0.0387615807018058	0	0.0235464320591437	0.323355014209079	0.000132600851040599	0.016872782369289	0	0.0453427095192949	0	0	0	0.331689744818334	0.94684248606964	0.866609048648876
GSM1827118	0.0138822554191048	0	0.0243573599478072	0.0322107256674075	0	0.127498301970363	0	0.0117065746184442	0.0202170576757796	0	0.00353764474063911	0.0456686930467845	0.0396464818700262	0	0.0346191976741306	0.421031235483443	0	0.0122963101878513	0	0.0264178930774967	0	0.00519256879069917	0	0.63029941261632	0.79328893486829	0.818282300169976
GSM1827119	0	0.0285270017717774	0.0211159544757853	0.0509028401376745	0	0.152547618355627	0	0.0565540116299843	0.0359663681159973	0	0.00331505985078579	0.0315544569879744	0	0.10943183784822	0.0678630745997296	0.424681627222583	0	0	0.0213479831882576	0	0	0.00401868947863312	0	0.716182326235363	0.74358044403235	1.00782652366303
GSM1827120	0.0113798599582739	0.00342963449996851	0.0539254755911018	0.0596039872357839	0	0.132195078260319	0	0.0269817381392915	0.0347148626782709	0.00237559596181292	0	0.0341367519801402	0.0261373263005676	0	0.0219365663341347	0.331633398161878	0.0223118165928971	0.0159451398559969	0	0.0539129819541171	0.0047592897073169	0.0335423798869685	0	0.234389210551224	0.988521989178489	0.868921883098839
GSM1827121	0.00390278745088987	0.00478997272332479	0.0334444574521175	0.0342987211716463	0	0.140451718529106	0	0.0318930315059227	0.0262054083411502	0	0.0223413765560657	0.0078972876822027	0.0508123532109661	0	0.0208642197511754	0.260970674424211	0.027391703928441	0.0112908393215756	0.0173927084464461	0.0103282739308217	0.0045172720825917	0.00487348269918274	0	0.584251118825821	0.829537341365269	0.713666289207836
GSM1827122	0	0.0381029049523797	0.0360764298493057	0.0344578217476741	0.0149166987178461	0.074627450483372	0.00414818210768518	0	0.0179933535024876	0	0.0255062917985141	0	0	0.0602709106007592	0.025607806477332	0.445876181661757	0.00206219987045085	0.00459616809609663	0.0833130537255996	0.0279228058254935	0	0.0353696820545018	0	0.789014353712804	0.699695188202724	0.930847941471255
